ord,statn,state,county,demv00,repv00,totv00,demsh00,repsh00,demv16,repv16,totv16,demsh16,repsh16,demv20,repv20,totv20,demsh20,repsh20,rep2sh00,rep2sh16,rep2sh20,tot2pty00,tot2pty16,tot2pty20
717,13,ILLINOIS,WHITE,2958,4521,7637,38.7324865784994%,59.1986382087207%,1412,5640,7335,19.2501704158146%,76.8916155419223%,1517,5791,7421,20.4419889502762%,78.0353052149306%,0.604492579221821,0.79977311401021,0.792419266557198,7479,7052,7308
718,13,ILLINOIS,WHITESIDE,12886,11252,24837,51.8822724161533%,45.3033780247212%,11035,12615,25582,43.1357986083965%,49.3120162614338%,12253,14527,27375,44.7598173515982%,53.0666666666667%,0.466152953848703,0.533403805496829,0.542457057505601,24138,23650,26780
719,13,ILLINOIS,WILL,90902,95828,191670,47.4263056294673%,49.9963478896019%,151927,132720,300904,50.4901895621195%,44.1070906335576%,183915,155116,345105,53.2924762028948%,44.9474797525391%,0.5131901676217,0.466261720657516,0.457527482737567,186730,284647,339031
720,13,ILLINOIS,WILLIAMSON,12192,14012,26939,45.2578046698096%,52.0138089758343%,8581,21570,31852,26.940223533844%,67.719452467663%,10206,22801,33653,30.3271625115146%,67.7532463673372%,0.534727522515647,0.715399157573546,0.690792862120156,26204,30151,33007
721,13,ILLINOIS,WINNEBAGO,51981,53816,109297,47.5594023623704%,49.2383139518926%,55713,55624,118376,47.064438737582%,46.9892545786308%,64056,60861,127709,50.1577805792857%,47.6559991856486%,0.508672268589847,0.499600312564556,0.487211508441605,105797,111337,124917
722,13,ILLINOIS,WOODFORD,5529,10905,16793,32.9244327993807%,64.9377716905854%,5092,13207,19864,25.6343133306484%,66.4871123640757%,6160,14799,21432,28.7420679357969%,69.0509518477044%,0.663563344286236,0.721733428056178,0.706092847941219,16434,18299,20959
724,14,INDIANA,ADAMS,3775,8555,12590,29.9841143764893%,67.9507545671168%,2805,9648,13090,21.4285714285714%,73.7051184110008%,3236,10686,14209,22.7742979801534%,75.2058554437329%,0.693836171938362,0.774753071549024,0.767562131877604,12330,12453,13922
725,14,INDIANA,ALLEN,41636,70426,114320,36.4205738278516%,61.6042687193842%,55382,83930,147137,37.6397507085233%,57.0420764321687%,73189,92083,169082,43.2860978696727%,54.4605575992714%,0.628455676322036,0.602460663833697,0.557160317537151,112062,139312,165272
726,14,INDIANA,BARTHOLOMEW,9015,16200,25769,34.9838953781676%,62.8662346229966%,9841,20640,32490,30.2893197907048%,63.5272391505079%,12934,22410,36235,35.6947702497585%,61.8462812198151%,0.642474717430101,0.677143138348479,0.634053870529651,25215,30481,35344
727,14,INDIANA,BENTON,1328,2441,3874,34.279814145586%,63.0098089829633%,860,2579,3666,23.4588106928532%,70.3491543917076%,1009,3007,4114,24.5260087506077%,73.0918813806514%,0.647651897054922,0.749927304448968,0.748754980079681,3769,3439,4016
728,14,INDIANA,BLACKFORD,2103,2699,4893,42.9797670141018%,55.1604332720213%,1243,3350,4839,25.6871254391403%,69.2291795825584%,1376,3841,5351,25.7148196598767%,71.7809755185947%,0.562057476051645,0.729370781624211,0.736246885183055,4802,4593,5217
729,14,INDIANA,BOONE,4763,13161,18396,25.8914981517721%,71.542726679713%,10181,19654,32178,31.6396295605693%,61.0789980732177%,15244,22351,38520,39.5742471443406%,58.0244029075805%,0.73426690470877,0.658756494050612,0.594520547945205,17924,29835,37595
730,14,INDIANA,BROWN,2608,3871,6817,38.2572979316415%,56.7845093149479%,2518,5016,7945,31.6928886091882%,63.1340465701699%,3036,5777,8981,33.8046988085959%,64.3246854470549%,0.597468745176725,0.665781789222193,0.65550890729604,6479,7534,8813
731,14,INDIANA,CARROLL,2965,5102,8268,35.8611514271892%,61.7077890662796%,1892,6273,8643,21.8905472636816%,72.5789656369316%,2224,7086,9495,23.4228541337546%,74.6287519747235%,0.632453204413041,0.768279240661359,0.761117078410311,8067,8165,9310
732,14,INDIANA,CASS,5412,9305,15106,35.826823778631%,61.5980405137032%,3759,9701,14209,26.4550636920262%,68.2736293898234%,4304,10552,15198,28.3195157257534%,69.4301881826556%,0.6322620099205,0.72072808320951,0.710285406569736,14717,13460,14856
733,14,INDIANA,CLARK,17360,19417,37336,46.4966788086565%,52.0061067066638%,18808,30035,51147,36.7724402213229%,58.7228967485874%,23093,33668,57869,39.9056489657675%,58.1796816948625%,0.527965848220355,0.614929467886903,0.593153749933934,36777,48843,56761
734,14,INDIANA,CLAY,3605,6393,10158,35.4892695412483%,62.9356172474897%,2306,8531,11282,20.4396383619926%,75.6160255273888%,2552,9499,12267,20.8037825059102%,77.4353957772887%,0.639427885577115,0.787210482605887,0.7882333416314,9998,10837,12051
735,14,INDIANA,CLINTON,3643,7141,10991,33.1453007005732%,64.9713401874261%,2819,8531,11936,23.6176273458445%,71.472855227882%,3361,9334,12949,25.9556722526836%,72.0827863155456%,0.66218471810089,0.751629955947137,0.735250098463962,10784,11350,12695
736,14,INDIANA,CRAWFORD,1817,2327,4209,43.1693989071038%,55.2862912805892%,1323,3015,4593,28.8047028086218%,65.643370346179%,1355,3483,4944,27.4069579288026%,70.4490291262136%,0.561534749034749,0.695020746887967,0.719925589086399,4144,4338,4838
737,14,INDIANA,DAVIESS,2697,6872,9761,27.630365741215%,70.4026226821023%,1800,8545,10768,16.7161961367013%,79.3554977711738%,2169,9576,11954,18.1445541241425%,80.1070771289945%,0.718152367018497,0.826002899951667,0.815325670498084,9569,10345,11745
738,14,INDIANA,DEARBORN,6020,11452,17650,34.1076487252125%,64.8838526912181%,4883,18113,23987,20.3568599658148%,75.5117355234085%,5446,19528,25383,21.4553047315132%,76.9333806090691%,0.655448717948718,0.787658723256218,0.781933210538961,17472,22996,24974
739,14,INDIANA,DECATUR,2889,6115,9171,31.5014720314033%,66.6775706029877%,2121,8490,11127,19.0617417093556%,76.3008897276894%,2439,9575,12287,19.8502482298364%,77.927891267193%,0.679142603287428,0.800113090189426,0.796986848676544,9004,10611,12014
740,14,INDIANA,DEKALB,4776,8701,13785,34.6463547334059%,63.1193326079071%,3942,12054,16902,23.3226837060703%,71.3170039048633%,4966,14237,19628,25.3005909924598%,72.5341349093132%,0.645618461081843,0.753563390847712,0.741394573764516,13477,15996,19203
741,14,INDIANA,DELAWARE,20876,22105,44147,47.2874714023603%,50.0713525267855%,18153,24263,45123,40.2300378964165%,53.7708042461716%,20474,26827,48191,42.4851113278413%,55.668070801602%,0.514297014960099,0.572024707657488,0.567155028434917,42981,42416,47301
742,14,INDIANA,DUBOIS,5090,10134,15504,32.8302373581011%,65.3637770897833%,5389,13365,19984,26.9665732586069%,66.8785028022418%,6292,15033,21770,28.9021589343133%,69.0537436839688%,0.665659485023647,0.712647968433401,0.704947245017585,15224,18754,21325
743,14,INDIANA,ELKHART,16402,36756,54482,30.1053558973606%,67.4644836826842%,20740,41867,65630,31.6014017979582%,63.7924729544416%,26108,46972,74387,35.0975304824768%,63.1454420799333%,0.691448135746266,0.668727139137796,0.642747673782157,53158,62607,73080
744,14,INDIANA,FAYETTE,3415,5060,8647,39.4934659419452%,58.5174048803053%,2252,6839,9530,23.6306400839454%,71.7628541448059%,2237,7755,10136,22.0698500394633%,76.5094711917916%,0.597050147492625,0.752282477175228,0.776120896717374,8475,9091,9992
745,14,INDIANA,FLOYD,13209,16486,30030,43.986013986014%,54.8984348984349%,13945,21432,37425,37.2611890447562%,57.2665330661323%,17511,23400,41802,41.8903401751112%,55.978182862064%,0.555177639333221,0.605817338949035,0.571973307912297,29695,35377,40911
746,14,INDIANA,FOUNTAIN,2717,4408,7281,37.3163027056723%,60.5411344595523%,1476,5662,7492,19.7010144153764%,75.5739455419114%,1629,6154,7986,20.3981968444778%,77.0598547458052%,0.618666666666667,0.793219389184646,0.790697674418605,7125,7138,7783
747,14,INDIANA,FRANKLIN,2591,5587,8339,31.0708718071711%,66.9984410600791%,1969,8669,11013,17.8788704258603%,78.7160628348316%,2137,9691,12000,17.8083333333333%,80.7583333333333%,0.683174370261678,0.814908817446888,0.819327020629016,8178,10638,11828
748,14,INDIANA,FULTON,2960,5218,8327,35.5470157319563%,62.6636243545094%,1960,6010,8374,23.4057797946023%,71.7697635538572%,2280,6694,9147,24.9262053132174%,73.1824641959112%,0.638053313768648,0.754077791718946,0.745932694450635,8178,7970,8974
749,14,INDIANA,GIBSON,5802,7734,13772,42.1289573046762%,56.1574208539065%,3721,11081,15484,24.0312580728494%,71.5641952983725%,4023,11817,16161,24.8932615555968%,73.1204752181177%,0.57136524822695,0.748615052019997,0.746022727272727,13536,14802,15840
750,14,INDIANA,GRANT,9712,16153,26386,36.8073978625028%,61.2180701887364%,7010,17008,25312,27.6943742098609%,67.1934260429836%,8015,18543,27159,29.5113958540447%,68.2757097094886%,0.624511888652619,0.708135564992922,0.698207696362678,25865,24018,26558
751,14,INDIANA,GREENE,4898,7452,12619,38.8144860924003%,59.0538077502179%,2929,10277,13801,21.2230997753786%,74.4656184334469%,3389,11103,14784,22.9234307359307%,75.101461038961%,0.603400809716599,0.778206875662578,0.766146839635661,12350,13206,14492
752,14,INDIANA,HAMILTON,18002,56372,75926,23.709928087875%,74.2459763453889%,57263,87404,154256,37.1220568405767%,56.6616533554611%,88390,101587,193999,45.5620905262398%,52.3647029108397%,0.75795304810821,0.604173723102021,0.534733151907863,74374,144667,189977
753,14,INDIANA,HANCOCK,6503,15943,22950,28.3355119825708%,69.4684095860567%,8904,25074,36181,24.6096017246621%,69.3015671208645%,12895,28996,42911,30.0505697839715%,67.57241732889%,0.710282455671389,0.737948084054388,0.69217731732353,22446,33978,41891
754,14,INDIANA,HARRISON,5870,8711,14896,39.406552094522%,58.4787862513426%,4783,12943,18558,25.7732514279556%,69.7435068434099%,5343,14565,20236,26.4034394149041%,71.9756868946432%,0.597421301693985,0.730170371206138,0.73161543098252,14581,17726,19908
755,14,INDIANA,HENDRICKS,10786,28651,40221,26.8168369757092%,71.2339325228115%,22600,48337,75559,29.9104011434773%,63.9725247819585%,32604,53802,88505,36.8385966894526%,60.789785887803%,0.726500494459518,0.681407446043673,0.622665092701896,39437,70937,86406
756,14,INDIANA,HENRY,7647,10321,18315,41.7526617526618%,56.3527163527164%,5124,13895,20155,25.4229719672538%,68.9407095013644%,5544,15043,21030,26.3623395149786%,71.5311459819306%,0.574410062333036,0.730585204269415,0.730703842230534,17968,19019,20587
757,14,INDIANA,HOWARD,12899,20331,34095,37.8325267634551%,59.6304443466784%,11215,23675,36843,30.4399750291779%,64.2591537062671%,13303,26449,40630,32.7418163918287%,65.0972188038395%,0.611826662654228,0.678561192318716,0.665350171060576,33230,34890,39752
758,14,INDIANA,HUNTINGTON,4119,10113,14620,28.1737346101231%,69.172366621067%,3506,11649,16043,21.853767998504%,72.6111076481955%,4255,13147,17829,23.8656122048348%,73.7394133153851%,0.710581787521079,0.768657208841966,0.755487874956901,14232,15155,17402
759,14,INDIANA,JACKSON,5330,9054,14602,36.5018490617724%,62.0052047664703%,3843,12859,17573,21.8687759631252%,73.174756729073%,4302,14555,19238,22.361991891049%,75.6575527601622%,0.629449388209121,0.769907795473596,0.771861908044758,14384,16702,18857
760,14,INDIANA,JASPER,3744,7212,11167,33.5273573923166%,64.5831467717382%,3329,9382,13378,24.8841381372402%,70.1300642846464%,3798,11383,15475,24.5428109854604%,73.5573505654281%,0.658269441401971,0.738100857524978,0.74981885251301,10956,12711,15181
761,14,INDIANA,JAY,3167,4687,8030,39.439601494396%,58.3686176836862%,1889,5697,7986,23.6538943150513%,71.3373403456048%,1926,6361,8461,22.7632667533388%,75.1802387424654%,0.59676597911892,0.750988663327182,0.767587788101846,7854,7586,8287
762,14,INDIANA,JEFFERSON,5117,6582,11931,42.8882742435672%,55.1672114659291%,4326,8546,13544,31.9403425871235%,63.0980507974011%,4731,9663,14697,32.1902429067157%,65.7481118595632%,0.562612189075989,0.663921690490988,0.671321383909962,11699,12872,14394
763,14,INDIANA,JENNINGS,3549,5732,9494,37.3815041078576%,60.3749736675795%,2364,8224,11150,21.2017937219731%,73.7578475336323%,2523,9490,12251,20.5942372051261%,77.4630642396539%,0.617605861437345,0.776728371741594,0.789977524348622,9281,10588,12013
764,14,INDIANA,JOHNSON,11952,29404,42284,28.266010784221%,69.5393056475263%,17318,45456,66500,26.0421052631579%,68.3548872180451%,24736,51219,77618,31.8688963900126%,65.9885593547888%,0.710997195086565,0.724121451556377,0.674333486933053,41356,62774,75955
765,14,INDIANA,KNOX,6300,8485,15054,41.8493423674771%,56.3637571409592%,3772,11077,15516,24.3103892755865%,71.3908223769013%,4067,11655,16011,25.4012866154519%,72.7937043282743%,0.573892458572878,0.745976160010775,0.741317898486198,14785,14849,15722
766,14,INDIANA,KOSCIUSKO,5785,19040,25284,22.8800822654643%,75.3045404208195%,6313,23935,32084,19.6764742550804%,74.6010472509662%,8364,26499,35787,23.3716153910638%,74.0464414452175%,0.766968781470292,0.791291986247025,0.760089493158936,24825,30248,34863
767,14,INDIANA,LAGRANGE,2733,5437,8333,32.7973118924757%,65.2466098643946%,2080,7025,9566,21.7436755174577%,73.4371733221827%,2355,8110,10633,22.1480297188%,76.271983447757%,0.665483476132191,0.771554091158704,0.774964166268514,8170,9105,10465
768,14,INDIANA,LAKE,109078,63389,175994,61.9782492584975%,36.0177051490392%,116935,75625,201205,58.1173430083746%,37.5860440843915%,124870,91760,219956,56.7704449980905%,41.7174343959701%,0.367542776299234,0.392734732031575,0.423579374971149,172467,192560,216630
769,14,INDIANA,LAPORTE,19736,18994,39747,49.6540619417818%,47.7872543839787%,19798,22687,45203,43.7979780103091%,50.1891467380484%,22427,25997,49392,45.4061386459346%,52.6340298023972%,0.490420862380584,0.534000235377192,0.536861886667768,38730,42485,48424
770,14,INDIANA,LAWRENCE,5071,10677,16142,31.4149423863214%,66.1442200470821%,4210,14035,19152,21.9820384294068%,73.2821637426901%,4961,15601,21025,23.5957193816885%,74.2021403091558%,0.677990855981712,0.769251849821869,0.758729695554907,15748,18245,20562
771,14,INDIANA,MADISON,23403,27956,52216,44.8195955262755%,53.5391450896277%,18595,32376,53909,34.493312804912%,60.0567623216903%,19524,31215,51793,37.6962137740621%,60.2687621879405%,0.544325239977414,0.635184712875949,0.615207237036599,51359,50971,50739
772,14,INDIANA,MARION,134189,137810,279903,47.9412510762657%,49.2349135236135%,212899,130360,362372,58.7515039793361%,35.9740818827062%,247772,134175,389619,63.5934079190183%,34.4374889314946%,0.506656274471597,0.379771542770911,0.351292194990404,271999,343259,381947
773,14,INDIANA,MARSHALL,5541,10266,16150,34.3095975232198%,63.5665634674923%,4798,12288,18082,26.5346753677691%,67.9570843933193%,5712,13844,19927,28.6646258844783%,69.4735785617504%,0.649459100398558,0.719185297904717,0.707915729187973,15807,17086,19556
774,14,INDIANA,MARTIN,1518,3008,4609,32.9355608591885%,65.263614666956%,881,3697,4809,18.3198170097733%,76.876689540445%,1011,4029,5144,19.653965785381%,78.3242612752722%,0.664604507291206,0.807557885539537,0.799404761904762,4526,4578,5040
775,14,INDIANA,MIAMI,4155,8401,12928,32.1395420792079%,64.9829826732673%,2766,9975,13482,20.5162438807299%,73.98753894081%,3235,10925,14473,22.351965729289%,75.4853865819112%,0.669082510353616,0.782905580409701,0.771539548022599,12556,12741,14160
776,14,INDIANA,MONROE,17523,19147,40220,43.5678766782695%,47.6056688214818%,34216,20592,58454,58.534916344476%,35.2277004140007%,39861,22071,63151,63.1201406153505%,34.9495653275483%,0.522143441505318,0.375711574952562,0.356374733578764,36670,54808,61932
777,14,INDIANA,MONTGOMERY,3899,8891,13101,29.7610869399282%,67.8650484695825%,3362,11059,15156,22.1826339403537%,72.9678015307469%,4213,12659,17198,24.4970345388999%,73.6073962088615%,0.695152462861611,0.766867762291103,0.750296348980559,12790,14421,16872
778,14,INDIANA,MORGAN,6228,15286,22036,28.2628426211654%,69.3683064076965%,6040,23674,31280,19.309462915601%,75.6841432225064%,7781,27512,36159,21.5188473132553%,76.0861749495285%,0.710514083852375,0.796728814700141,0.779531351826141,21514,29714,35293
779,14,INDIANA,NEWTON,2101,3250,5510,38.1306715063521%,58.983666061706%,1404,4077,5795,24.227782571182%,70.3537532355479%,1509,4942,6591,22.8948566226673%,74.9810347443484%,0.607363109699122,0.74384236453202,0.766082777863897,5351,5481,6451
780,14,INDIANA,NOBLE,4822,9103,14216,33.9195272931908%,64.0334833989871%,3904,12198,16890,23.1142687981054%,72.2202486678508%,4660,14195,19190,24.2834809796769%,73.970818134445%,0.653716337522442,0.75754564650354,0.752850702731371,13925,16102,18855
781,14,INDIANA,OHIO,951,1515,2492,38.1621187800963%,60.7945425361156%,686,2118,2921,23.4851078397809%,72.5094145840466%,668,2054,3075,21.7235772357724%,66.7967479674797%,0.614355231143552,0.755349500713267,0.754592211609111,2466,2804,2722
782,14,INDIANA,ORANGE,2601,4687,7458,34.875301689461%,62.8452668275677%,2048,5803,8192,25%,70.83740234375%,2224,6432,8832,25.1811594202899%,72.8260869565217%,0.643111964873765,0.739141510635588,0.743068391866913,7288,7851,8656
783,14,INDIANA,OWEN,2253,4019,6503,34.6455482085191%,61.802245117638%,1946,6153,8557,22.7416150520042%,71.9060418370924%,2420,7286,9904,24.4345718901454%,73.5662358642973%,0.64078443877551,0.759723422644771,0.750669688852256,6272,8099,9706
784,14,INDIANA,PARKE,2481,3841,6447,38.4830153559795%,59.5780983403133%,1441,4863,6582,21.8930416286843%,73.8833181403829%,1503,5400,7013,21.4316269784686%,76.9998574076715%,0.607560898449858,0.771414974619289,0.782268578878748,6322,6304,6903
785,14,INDIANA,PERRY,3823,3461,7387,51.753079734669%,46.8525788547448%,3062,4556,8055,38.0136561142148%,56.5611421477343%,3203,5345,8722,36.7232286172896%,61.2818160972254%,0.475151015925316,0.59805723286952,0.625292466073935,7284,7618,8548
786,14,INDIANA,PIKE,2605,3566,6302,41.3360837829261%,56.585211044113%,1297,4398,5977,21.6998494227874%,73.5820645808934%,1415,4692,6220,22.7491961414791%,75.4340836012862%,0.577864203532653,0.77225636523266,0.768298673653185,6171,5695,6107
787,14,INDIANA,PORTER,26790,31157,59378,45.117720367813%,52.4722961366163%,33676,38832,77190,43.6274128773157%,50.3070345899728%,39746,45008,86509,45.944352610711%,52.0269567328255%,0.537680984347766,0.535554697412699,0.531042782641527,57947,72508,84754
788,14,INDIANA,POSEY,4430,6498,11110,39.8739873987399%,58.4878487848785%,3521,8404,12467,28.2425603593487%,67.4099623004733%,3811,9206,13236,28.7926866122696%,69.5527349652463%,0.594619326500732,0.704737945492662,0.70722900822002,10928,11925,13017
789,14,INDIANA,PULASKI,1919,3497,5518,34.7770931496919%,63.374411018485%,1327,3854,5459,24.3084814068511%,70.5990108078403%,1463,4246,5806,25.1980709610747%,73.1312435411643%,0.645679468242245,0.743871839413241,0.74373795761079,5416,5181,5709
790,14,INDIANA,PUTNAM,4123,7352,11871,34.7316990986438%,61.9324404009772%,3356,10637,14715,22.8066598708801%,72.2867821950391%,3946,12278,16597,23.7753810929686%,73.9772247996626%,0.640697167755991,0.760165797184306,0.756780078895464,11475,13993,16224
791,14,INDIANA,RANDOLPH,3906,6020,10132,38.5511251480458%,59.4157125937623%,2446,7517,10458,23.3887932683113%,71.8779881430484%,2513,8312,11070,22.7009936766034%,75.0858175248419%,0.606488011283498,0.754491618990264,0.767852193995381,9926,9963,10825
792,14,INDIANA,RIPLEY,3498,6988,10675,32.768149882904%,65.4613583138173%,2471,9806,12810,19.2896174863388%,76.5495706479313%,2774,11261,14271,19.4380211617967%,78.9082755237895%,0.666412359336258,0.798729331269854,0.802351264695404,10486,12277,14035
793,14,INDIANA,RUSH,2370,4749,7284,32.5370675453048%,65.1976935749588%,1525,5292,7214,21.139451067369%,73.357360687552%,1754,6035,7932,22.1129601613717%,76.0842158345941%,0.66708807416772,0.776294557723339,0.774810630376171,7119,6817,7789
794,14,INDIANA,SCOTT,3915,3761,7846,49.898037216416%,47.9352536324242%,2642,6074,9101,29.0297769475882%,66.7399186902538%,2701,7331,10167,26.5663420871447%,72.1058325956526%,0.489968733715477,0.696879302432308,0.730761562998405,7676,8716,10032
795,14,INDIANA,SHELBY,5374,9590,15310,35.1012410189419%,62.63879817113%,4247,12718,17994,23.6023118817384%,70.6791152606424%,5023,14568,19991,25.1263068380771%,72.8727927567405%,0.64087142475274,0.749661066902446,0.743606758205298,14964,16965,19591
796,14,INDIANA,SPENCER,3752,5096,8987,41.749193279181%,56.7041281851563%,2861,6572,9979,28.6702074356148%,65.8583024351137%,3213,7357,10769,29.8356393351286%,68.316463924227%,0.575949367088608,0.696703063712499,0.696026490066225,8848,9433,10570
797,14,INDIANA,ST. JOSEPH,47703,47581,97474,48.939204300634%,48.8140427190841%,52252,52021,110060,47.4759222242413%,47.2660367072506%,59896,53164,115238,51.9759107238932%,46.1340877141221%,0.499359808572268,0.498892330708812,0.470228197417301,95284,104273,113060
798,14,INDIANA,STARKE,4136,4349,8701,47.5347661188369%,49.9827606022296%,2489,6367,9226,26.9781053544331%,69.0114892694559%,2650,7466,10290,25.7531584062196%,72.555879494655%,0.512551561579258,0.718947606142728,0.738038750494266,8485,8856,10116
799,14,INDIANA,STEUBEN,4103,6953,11277,36.3837900150749%,61.6564689190388%,3744,10133,14566,25.7036935328848%,69.5661128655774%,4513,11327,16162,27.9235243162975%,70.084148001485%,0.628889290882779,0.730201052100598,0.715088383838384,11056,13877,15840
800,14,INDIANA,SULLIVAN,3833,4319,8262,46.3931251512951%,52.2754780924716%,2113,6138,8559,24.6874634887253%,71.713985278654%,2153,6691,8994,23.9381810095619%,74.3940404714254%,0.529808635917566,0.743909829111623,0.756558118498417,8152,8251,8844
801,14,INDIANA,SWITZERLAND,1336,1831,3239,41.2472985489349%,56.5297931460327%,930,2558,3699,25.1419302514193%,69.1538253582049%,964,3133,4154,23.2065479056331%,75.4212806933077%,0.578149668455952,0.733371559633028,0.764705882352941,3167,3488,4097
802,14,INDIANA,TIPPECANOE,18220,26106,46295,39.3563019764553%,56.3905389350902%,27282,30768,62515,43.6407262257058%,49.2169879228985%,35017,34581,71448,49.0104691523906%,48.400235136043%,0.588954563912828,0.530025839793282,0.496867726084083,44326,58050,69598
803,14,INDIANA,TIPTON,2392,4784,7316,32.6954620010935%,65.390924002187%,1587,5589,7510,21.1318242343542%,74.4207723035952%,1834,6110,8116,22.5973385904386%,75.2833908329226%,0.666666666666667,0.778846153846154,0.769133937562941,7176,7176,7944
804,14,INDIANA,UNION,927,1838,2828,32.7793493635078%,64.992927864215%,715,2445,3291,21.7259191735035%,74.2935278030994%,736,2688,3483,21.131208728108%,77.1748492678725%,0.664737793851718,0.77373417721519,0.785046728971963,2765,3160,3424
805,14,INDIANA,VANDERBURGH,29222,35846,66221,44.1279956509264%,54.1308648313979%,28530,40496,72507,39.3479250279283%,55.8511591984222%,34415,41844,77662,44.3138214313306%,53.8796322525817%,0.550900596299256,0.586677483846666,0.548709004838773,65068,69026,76259
806,14,INDIANA,VERMILLION,3370,3130,6633,50.8065731946329%,47.1883009196442%,2081,4513,6939,29.9899120910794%,65.0381899409137%,2145,5184,7481,28.6726373479481%,69.2955487234327%,0.481538461538462,0.684410069760388,0.707327056897258,6500,6594,7329
807,14,INDIANA,VIGO,17570,18021,36228,48.4983990283758%,49.743292480954%,15931,21937,39818,40.0095434225727%,55.0931739414335%,18123,24545,43594,41.5722347111988%,56.3036197641877%,0.50633587142817,0.57930178514841,0.575255460766851,35591,37868,42668
808,14,INDIANA,WABASH,4277,8321,12883,33.1987891019173%,64.5889932469145%,3018,9821,13468,22.4086724086724%,72.9209979209979%,3494,10762,14576,23.9709110867179%,73.8336992316136%,0.660501666931259,0.764934963782226,0.754910213243547,12598,12839,14256
809,14,INDIANA,WARREN,1471,2218,3768,39.0392781316348%,58.864118895966%,839,2898,3930,21.3486005089058%,73.7404580152672%,974,3401,4472,21.7799642218247%,76.0509838998211%,0.60124695039306,0.775488359646776,0.777371428571429,3689,3737,4375
810,14,INDIANA,WARRICK,8749,13205,22309,39.2173562239455%,59.1913577479941%,9086,19113,29589,30.7073574639224%,64.5949508263206%,11923,21326,33829,35.2449082148453%,63.0405864790564%,0.601484923020862,0.677789992552927,0.641402748954856,21954,28199,33249
811,14,INDIANA,WASHINGTON,3675,5868,9801,37.4961738598102%,59.8714416896235%,2636,8209,11382,23.1593744508874%,72.1226497979266%,2784,9114,12139,22.9343438503995%,75.0803196309416%,0.614900974536309,0.756938681420009,0.766011094301563,9543,10845,11898
812,14,INDIANA,WAYNE,10273,14273,25151,40.845294421693%,56.7492346228778%,8322,16028,25579,32.534500957817%,62.6607764181555%,9524,17567,27679,34.4087575418187%,63.4668882546335%,0.58147967082213,0.6582340862423,0.64844413273781,24546,24350,27091
813,14,INDIANA,WELLS,3319,7755,11281,29.4211506072157%,68.7439056821204%,2586,10005,13185,19.613196814562%,75.8816837315131%,2928,10855,14050,20.8398576512455%,77.2597864768683%,0.70028896514358,0.794615201334286,0.787564390916346,11074,12591,13783
814,14,INDIANA,WHITE,3655,6037,9904,36.904281098546%,60.955169628433%,2590,6893,10053,25.7634536954143%,68.5665970357107%,3032,7957,11166,27.1538599319362%,71.2609708042271%,0.622884853487412,0.726879679426342,0.724087724087724,9692,9483,10989
815,14,INDIANA,WHITLEY,4107,8080,12432,33.0357142857143%,64.993564993565%,3379,11358,15623,21.6283684311592%,72.7005056647251%,4234,12862,17556,24.1171109592162%,73.2627022100706%,0.663001559038319,0.770713170930311,0.752339728591483,12187,14737,17096
817,15,IOWA,ADAIR,1753,2275,4123,42.5175842832889%,55.1782682512734%,1133,2461,3811,29.7297297297297%,64.576226712149%,1198,2922,4177,28.6808714388317%,69.9545128082356%,0.564796425024826,0.684752365052866,0.709223300970874,4028,3594,4120
818,15,IOWA,ADAMS,897,1170,2145,41.8181818181818%,54.5454545454545%,565,1395,2106,26.8281101614435%,66.2393162393162%,590,1535,2160,27.3148148148148%,71.0648148148148%,0.566037735849057,0.711734693877551,0.722352941176471,2067,1960,2125
819,15,IOWA,ALLAMAKEE,2883,3277,6462,44.6146703806871%,50.7118539151965%,2421,4093,6923,34.9703885598729%,59.1217680196447%,2576,4744,7422,34.7076259768257%,63.918081379682%,0.53198051948052,0.628338962235186,0.648087431693989,6160,6514,7320
820,15,IOWA,APPANOOSE,2560,2992,5704,44.8807854137447%,52.4544179523142%,1814,4033,6136,29.5632333767927%,65.7268578878748%,1891,4522,6516,29.0208717004297%,69.3984039287907%,0.538904899135447,0.689755430135112,0.705130204272571,5552,5847,6413
821,15,IOWA,AUDUBON,1780,1909,3784,47.0401691331924%,50.4492600422833%,1080,2136,3412,31.6529894490035%,62.6025791324736%,1071,2299,3420,31.3157894736842%,67.2222222222222%,0.517484413120087,0.664179104477612,0.682195845697329,3689,3216,3370
822,15,IOWA,BENTON,5915,5468,11766,50.2719700832908%,46.4728879823219%,4678,8232,13844,33.790811904074%,59.4625830684773%,5160,9208,14642,35.241087283158%,62.887583663434%,0.480365457260828,0.637645236250968,0.64086859688196,11383,12910,14368
823,15,IOWA,BLACK HAWK,30112,23468,55085,54.6646092402651%,42.6032495234637%,32233,27476,64405,50.0473565716947%,42.6612840617965%,35647,29813,66593,53.5296502635412%,44.7689697115312%,0.437999253452781,0.46016513423437,0.455438435685915,53580,59709,65460
824,15,IOWA,BOONE,6270,5625,12249,51.1878520695567%,45.9221160911095%,5541,7484,14196,39.0321217244294%,52.7190757959989%,6303,8729,15340,41.0886571056063%,56.903520208605%,0.472887767969735,0.574587332053743,0.58069451836083,11895,13025,15032
825,15,IOWA,BREMER,5169,5675,11175,46.255033557047%,50.7829977628635%,5356,7208,13538,39.5627123651943%,53.242724183779%,5958,8324,14546,40.9597140107246%,57.2253540492232%,0.523330874216156,0.573702642470551,0.582831536199412,10844,12564,14282
